,ID,TM,ME,PA,AE,SS
202,0006,00,09,05,T,12.5
203,0007,00,00,00,T,91.25
204,0007,00,00,01,T,70.0
205,0007,00,00,02,T,52.5
206,0007,00,00,03,T,32.5
207,0007,00,00,04,T,15.0
208,0007,00,01,00,T,76.25
209,0007,00,01,01,T,65.0
210,0007,00,01,02,T,45.0
211,0007,00,01,03,T,25.0
212,0007,00,01,04,T,7.5
213,0007,00,10,00,T,35.0
214,0007,00,11,00,T,85.0
215,0007,00,02,00,T,82.5
216,0007,00,02,01,T,65.0
217,0007,00,02,02,T,52.5
218,0007,00,02,03,T,35.0
219,0007,00,02,04,T,25.0
220,0007,00,03,00,T,60.0
221,0007,00,03,01,T,50.0
222,0007,00,03,04,T,0.0
223,0007,00,04,00,T,62.5
224,0007,00,04,01,T,47.5
225,0007,00,04,02,T,17.5
226,0007,00,05,00,T,27.5
227,0007,00,06,00,T,20.0
228,0007,00,06,02,T,40.0
229,0007,00,07,00,T,17.5
230,0007,00,07,01,T,25.0
231,0007,00,08,01,T,15.0
232,0007,00,09,00,T,37.5
233,0007,00,09,01,T,27.5
234,0007,00,09,02,T,10.0
235,0007,00,09,03,T,37.5
236,0007,00,09,04,T,20.0
237,0007,00,09,05,T,7.5
238,0008,00,00,00,T,91.25
239,0008,00,00,01,T,81.67
240,0008,00,00,02,T,73.33
241,0008,00,00,03,T,50.0
242,0008,00,00,04,T,26.67
243,0008,00,01,00,T,80.0
244,0008,00,01,01,T,76.67
245,0008,00,01,02,T,63.33
246,0008,00,01,03,T,33.33
247,0008,00,01,04,T,20.0
248,0008,00,11,00,T,85.0
249,0008,00,02,00,T,85.0
250,0008,00,02,01,T,76.67
251,0008,00,02,02,T,63.33
252,0008,00,02,03,T,50.0
253,0008,00,02,04,T,30.0
254,0008,00,06,00,T,23.33
255,0008,00,09,02,T,6.67
256,0008,00,09,05,T,16.67
257,0009,00,00,00,T,90.0
258,0009,00,00,01,T,81.67
259,0009,00,00,02,T,63.33
260,0009,00,00,03,T,43.33
261,0009,00,00,04,T,16.67
262,0009,00,01,00,T,78.33
263,0009,00,01,01,T,60.0
264,0009,00,01,02,T,36.67
265,0009,00,01,03,T,16.67
266,0009,00,01,04,T,3.33
267,0009,00,10,00,T,25.0
268,0009,00,11,00,T,85.0
269,0009,00,02,00,T,85.0
270,0009,00,02,01,T,70.0
271,0009,00,02,02,T,50.0
272,0009,00,02,03,T,33.33
273,0009,00,02,04,T,26.67
274,0009,00,03,03,T,0.0
275,0009,00,03,04,T,0.0
276,0009,00,06,00,T,23.33
277,0009,00,08,01,T,26.67
278,0009,00,09,01,T,13.33
279,0009,00,09,02,T,3.33
280,0009,00,09,04,T,26.67
281,0009,00,09,05,T,6.67
282,0010,00,00,02,T,60.0
283,0010,00,00,03,T,40.0
284,0010,00,00,04,T,20.0
285,0010,00,01,00,T,83.33
286,0010,00,01,01,T,63.33
287,0010,00,01,02,T,40.0
288,0010,00,01,03,T,20.0
289,0010,00,01,04,T,10.0
290,0010,00,10,00,T,30.0
291,0010,00,11,00,T,85.0
292,0010,00,02,00,T,85.0
293,0010,00,02,01,T,70.0
294,0010,00,02,02,T,50.0
295,0010,00,02,03,T,36.67
296,0010,00,02,04,T,23.33
297,0010,00,03,02,T,6.67
298,0010,00,03,03,T,0.0
299,0010,00,03,04,T,0.0
300,0010,00,06,00,T,20.0
301,0010,00,07,00,T,20.0
302,0010,00,08,01,T,20.0
303,0010,00,09,02,T,10.0
304,0010,00,09,05,T,10.0
305,0011,00,00,00,T,83.33
306,0011,00,00,01,T,63.33
307,0011,00,00,02,T,50.0
308,0011,00,00,03,T,33.33
309,0011,00,00,04,T,13.33
310,0011,00,01,00,T,70.0
311,0011,00,01,01,T,56.67
312,0011,00,01,02,T,40.0
313,0011,00,01,03,T,13.33
314,0011,00,01,04,T,3.33
315,0011,00,10,00,T,45.0
316,0011,00,11,00,T,90.0
317,0011,00,02,00,T,75.0
318,0011,00,02,01,T,60.0
319,0011,00,02,02,T,46.67
320,0011,00,02,03,T,26.67
321,0011,00,02,04,T,13.33
322,0011,00,03,02,T,6.67
323,0011,00,03,03,T,0.0
324,0011,00,03,04,T,0.0
325,0011,00,04,00,T,40.0
326,0011,00,04,01,T,30.0
327,0011,00,04,02,T,26.67
328,0011,00,06,00,T,20.0
329,0011,00,08,01,T,16.67
330,0011,00,09,00,T,30.0
331,0011,00,09,01,T,16.67
332,0011,00,09,02,T,6.67
333,0011,00,09,03,T,46.67
334,0011,00,09,04,T,33.33
335,0011,00,09,05,T,20.0
336,0012,00,01,00,T,81.67
337,0012,00,01,01,T,76.67
338,0012,00,01,02,T,63.33
339,0012,00,01,03,T,43.33
340,0012,00,01,04,T,30.0
341,0012,00,11,00,T,83.33
342,0012,00,02,01,T,70.0
343,0012,00,02,02,T,60.0
344,0012,00,02,03,T,40.0
345,0012,00,02,04,T,30.0
346,0012,00,03,03,T,6.67
347,0012,00,03,04,T,3.33
348,0012,00,06,00,T,23.33
349,0012,00,09,02,T,6.67
350,0012,00,09,05,T,13.33
351,0013,00,00,00,T,90.0
352,0013,00,00,01,T,81.67
353,0013,00,00,02,T,70.0
354,0013,00,00,03,T,50.0
355,0013,00,00,04,T,36.67
356,0013,00,01,00,T,83.33
357,0013,00,01,01,T,70.0
358,0013,00,01,02,T,43.33
359,0013,00,01,03,T,33.33
360,0013,00,01,04,T,20.0
361,0013,00,10,00,T,55.0
362,0013,00,11,00,T,83.33
363,0013,00,02,00,T,83.33
364,0013,00,02,01,T,70.0
365,0013,00,02,02,T,56.67
366,0013,00,02,03,T,40.0
367,0013,00,02,04,T,26.67
368,0013,00,03,00,T,70.0
369,0013,00,03,01,T,63.33
370,0013,00,03,02,T,43.33
371,0013,00,03,03,T,20.0
372,0013,00,03,04,T,6.67
373,0013,00,04,00,T,63.33
374,0013,00,04,01,T,43.33
375,0013,00,04,02,T,26.67
376,0013,00,05,00,T,40.0
377,0013,00,06,00,T,26.67
378,0013,00,07,00,T,20.0
379,0013,00,07,01,T,23.33
380,0013,00,08,00,T,50.0
381,0013,00,08,01,T,30.0
382,0013,00,09,00,T,46.67
383,0013,00,09,01,T,30.0
384,0013,00,09,02,T,16.67
385,0013,00,09,03,T,53.33
386,0013,00,09,04,T,46.67
387,0013,00,09,05,T,16.67
388,0014,00,00,00,T,91.67
389,0014,00,00,01,T,73.33
390,0014,00,00,02,T,60.0
391,0014,00,00,03,T,40.0
392,0014,00,01,00,T,73.33
393,0014,00,01,01,T,53.33
394,0014,00,01,02,T,36.67
395,0014,00,01,03,T,16.67
396,0014,00,01,04,T,6.67
397,0014,00,10,00,T,30.0
398,0014,00,11,00,T,85.0
399,0014,00,02,00,T,81.67
400,0014,00,02,01,T,63.33
401,0014,00,02,02,T,50.0
402,0014,00,02,03,T,33.33
403,0014,00,02,04,T,23.33
404,0014,00,03,02,T,13.33
405,0014,00,03,03,T,0.0
406,0014,00,03,04,T,0.0
407,0014,00,06,00,T,23.33
408,0014,00,08,01,T,20.0
409,0014,00,09,02,T,10.0
410,0014,00,09,05,T,6.67
411,0015,00,00,00,T,91.67
412,0015,00,00,01,T,81.67
413,0015,00,00,02,T,70.0
414,0015,00,00,03,T,50.0
415,0015,00,00,04,T,33.33
416,0015,00,01,00,T,81.67
417,0015,00,01,01,T,70.0
418,0015,00,01,02,T,56.67
419,0015,00,01,03,T,40.0
420,0015,00,01,04,T,23.33
421,0015,00,10,00,T,50.0
422,0015,00,11,00,T,90.0
423,0015,00,02,00,T,81.67
424,0015,00,02,01,T,73.33
425,0015,00,02,02,T,60.0
426,0015,00,02,03,T,46.67
427,0015,00,02,04,T,33.33
428,0015,00,03,00,T,66.67
429,0015,00,03,01,T,63.33
430,0015,00,03,02,T,43.33
431,0015,00,03,03,T,23.33
432,0015,00,03,04,T,10.0
433,0015,00,04,00,T,76.67
434,0015,00,04,01,T,60.0
435,0015,00,04,02,T,30.0
436,0015,00,06,00,T,23.33
437,0015,00,07,00,T,20.0
438,0015,00,07,01,T,23.33
439,0015,00,08,00,T,43.33
440,0015,00,08,01,T,26.67
441,0015,00,09,00,T,46.67
442,0015,00,09,01,T,30.0
443,0015,00,09,02,T,16.67
444,0015,00,09,03,T,46.67
445,0015,00,09,04,T,26.67
446,0015,00,09,05,T,6.67
447,0016,00,01,00,T,76.67
448,0016,00,01,01,T,63.33
449,0016,00,01,02,T,43.33
450,0016,00,01,03,T,23.33
451,0016,00,01,04,T,6.67
452,0016,00,11,00,T,80.0
453,0016,00,02,00,T,73.33
454,0016,00,02,01,T,56.67
455,0016,00,02,02,T,50.0
456,0016,00,02,03,T,30.0
457,0016,00,02,04,T,16.67
458,0016,00,03,03,T,0.0
459,0016,00,03,04,T,0.0
460,0016,00,06,00,T,23.33
461,0016,00,08,01,T,16.67
462,0016,00,09,01,T,10.0
463,0016,00,09,02,T,3.33
464,0016,00,09,04,T,16.67
465,0016,00,09,05,T,6.67
466,0017,00,01,01,T,76.67
467,0017,00,01,02,T,56.67
468,0017,00,01,03,T,30.0
469,0017,00,01,04,T,16.67
470,0017,00,11,00,T,83.33
471,0017,00,02,01,T,73.33
472,0017,00,02,02,T,56.67
473,0017,00,02,03,T,40.0
474,0017,00,02,04,T,30.0
475,0017,00,06,00,T,26.67
476,0017,00,08,01,T,23.33
477,0017,00,09,02,T,6.67
478,0018,00,01,01,T,56.67
479,0018,00,01,02,T,40.0
480,0018,00,01,03,T,23.33
481,0018,00,01,04,T,10.0
482,0018,00,11,00,T,73.33
483,0018,00,02,01,T,60.0
484,0018,00,02,02,T,50.0
485,0018,00,02,03,T,36.67
486,0018,00,02,04,T,26.67
487,0018,00,06,00,T,26.67
488,0018,00,08,01,T,16.67
489,0018,00,09,02,T,6.67
490,0019,00,00,00,T,90.0
491,0019,00,00,01,T,73.33
492,0019,00,00,02,T,56.67
493,0019,00,00,03,T,33.33
494,0019,00,00,04,T,16.67
495,0019,00,01,00,T,76.67
496,0019,00,01,01,T,63.33
497,0019,00,01,02,T,40.0
498,0019,00,01,03,T,23.33
499,0019,00,01,04,T,6.67
500,0019,00,10,00,T,55.0
501,0019,00,11,00,T,85.0
502,0019,00,02,00,T,83.33
503,0019,00,02,01,T,70.0
504,0019,00,02,02,T,50.0
505,0019,00,02,03,T,33.33
506,0019,00,02,04,T,20.0
507,0019,00,03,00,T,66.67
508,0019,00,03,01,T,63.33
509,0019,00,03,02,T,36.67
510,0019,00,03,03,T,13.33
511,0019,00,03,04,T,3.33
512,0019,00,04,00,T,50.0
513,0019,00,04,01,T,40.0
514,0019,00,04,02,T,13.33
515,0019,00,05,00,T,26.67
516,0019,00,06,00,T,20.0
517,0019,00,06,01,T,53.33
518,0019,00,06,02,T,40.0
519,0019,00,07,00,T,20.0
520,0019,00,07,01,T,23.33
521,0019,00,08,01,T,16.67
522,0019,00,09,00,T,36.67
523,0019,00,09,01,T,20.0
524,0019,00,09,02,T,10.0
525,0019,00,09,03,T,40.0
526,0019,00,09,04,T,23.33
527,0019,00,09,05,T,6.67
528,0020,00,00,00,T,90.0
529,0020,00,00,01,T,73.33
530,0020,00,00,02,T,56.67
531,0020,00,00,03,T,36.67
532,0020,00,00,04,T,16.67
533,0020,00,01,00,T,76.67
534,0020,00,01,01,T,66.67
535,0020,00,01,02,T,43.33
536,0020,00,01,03,T,20.0
537,0020,00,01,04,T,6.67
538,0020,00,10,00,T,30.0
539,0020,00,11,00,T,85.0
540,0020,00,02,00,T,80.0
541,0020,00,02,01,T,70.0
542,0020,00,02,02,T,50.0
543,0020,00,02,03,T,33.33
544,0020,00,02,04,T,20.0
545,0020,00,03,02,T,10.0
546,0020,00,03,03,T,3.33
547,0020,00,03,04,T,3.33
548,0020,00,04,00,T,40.0
549,0020,00,04,01,T,23.33
550,0020,00,04,02,T,16.67
551,0020,00,05,00,T,23.33
552,0020,00,06,00,T,26.67
553,0020,00,07,00,T,13.33
554,0020,00,07,01,T,26.67
555,0020,00,08,01,T,13.33
556,0020,00,09,00,T,43.33
557,0020,00,09,01,T,23.33
558,0020,00,09,02,T,10.0
559,0020,00,09,03,T,30.0
560,0020,00,09,04,T,16.67
561,0020,00,09,05,T,6.67
562,0021,00,00,00,T,86.67
563,0021,00,00,01,T,63.33
564,0021,00,00,02,T,46.67
565,0021,00,00,03,T,36.67
566,0021,00,00,04,T,20.0
567,0021,00,01,00,T,73.33
568,0021,00,01,01,T,56.67
569,0021,00,01,02,T,43.33
570,0021,00,01,03,T,26.67
571,0021,00,01,04,T,10.0
572,0021,00,10,00,T,45.0
573,0021,00,11,00,T,85.0
574,0021,00,02,00,T,78.33
575,0021,00,02,01,T,63.33
576,0021,00,02,02,T,50.0
577,0021,00,02,03,T,33.33
578,0021,00,02,04,T,16.67
579,0021,00,03,01,T,23.33
580,0021,00,03,02,T,13.33
581,0021,00,03,03,T,3.33
582,0021,00,03,04,T,0.0
583,0021,00,04,00,T,43.33
584,0021,00,04,01,T,30.0
585,0021,00,04,02,T,16.67
586,0021,00,05,00,T,30.0
587,0021,00,06,00,T,26.67
588,0021,00,07,00,T,16.67
589,0021,00,07,01,T,26.67
590,0021,00,09,00,T,50.0
591,0021,00,09,01,T,26.67
592,0021,00,09,02,T,13.33
593,0021,00,09,03,T,33.33
594,0021,00,09,04,T,13.33
595,0021,00,09,05,T,6.67
596,0022,00,01,00,T,73.33
597,0022,00,01,01,T,63.33
598,0022,00,01,02,T,43.33
599,0022,00,01,03,T,30.0
600,0022,00,01,04,T,16.67
601,0022,00,11,00,T,85.0
602,0022,00,02,00,T,81.67
603,0022,00,02,01,T,70.0
604,0022,00,02,02,T,56.67
605,0022,00,02,03,T,40.0
606,0022,00,02,04,T,30.0
607,0022,00,03,03,T,3.33
608,0022,00,03,04,T,0.0
609,0022,00,06,00,T,23.33
610,0022,00,09,02,T,10.0
611,0023,00,00,00,T,88.33
612,0023,00,00,01,T,70.0
613,0023,00,00,02,T,56.67
614,0023,00,00,03,T,40.0
615,0023,00,00,04,T,23.33
616,0023,00,01,00,T,73.33
617,0023,00,01,01,T,53.33
618,0023,00,01,02,T,36.67
619,0023,00,01,03,T,20.0
620,0023,00,01,04,T,6.67
621,0023,00,10,00,T,45.0
622,0023,00,11,00,T,85.0
623,0023,00,02,00,T,70.0
624,0023,00,02,01,T,56.67
625,0023,00,02,02,T,40.0
626,0023,00,02,03,T,26.67
627,0023,00,02,04,T,16.67
628,0023,00,03,00,T,43.33
629,0023,00,03,01,T,50.0
630,0023,00,03,02,T,26.67
631,0023,00,03,03,T,6.67
632,0023,00,03,04,T,6.67
633,0023,00,04,00,T,53.33
634,0023,00,04,01,T,50.0
635,0023,00,04,02,T,20.0
636,0023,00,05,00,T,30.0
637,0023,00,06,00,T,26.67
638,0023,00,06,02,T,40.0
639,0023,00,07,00,T,20.0
640,0023,00,07,01,T,26.67
641,0023,00,08,01,T,20.0
642,0023,00,09,00,T,30.0
643,0023,00,09,01,T,16.67
644,0023,00,09,02,T,6.67
645,0023,00,09,03,T,40.0
646,0023,00,09,04,T,23.33
647,0023,00,09,05,T,10.0
648,0024,00,00,00,T,91.67
649,0024,00,00,01,T,70.0
650,0024,00,00,02,T,50.0
651,0024,00,00,03,T,33.33
652,0024,00,00,04,T,16.67
653,0024,00,01,00,T,70.0
654,0024,00,01,01,T,60.0
655,0024,00,01,02,T,40.0
656,0024,00,01,03,T,26.67
657,0024,00,01,04,T,10.0
658,0024,00,10,00,T,55.0
659,0024,00,11,00,T,83.33
660,0024,00,02,00,T,81.67
661,0024,00,02,01,T,60.0
662,0024,00,02,02,T,46.67
663,0024,00,02,03,T,30.0
664,0024,00,02,04,T,20.0
665,0024,00,03,00,T,53.33
666,0024,00,03,01,T,53.33
667,0024,00,03,02,T,33.33
668,0024,00,03,03,T,20.0
669,0024,00,03,04,T,6.67
670,0024,00,04,00,T,53.33
671,0024,00,04,01,T,43.33
672,0024,00,04,02,T,16.67
673,0024,00,05,00,T,26.67
674,0024,00,06,00,T,23.33
675,0024,00,06,02,T,40.0
676,0024,00,07,00,T,20.0
677,0024,00,07,01,T,26.67
678,0024,00,08,01,T,20.0
679,0024,00,09,00,T,40.0
680,0024,00,09,01,T,26.67
681,0024,00,09,02,T,10.0
682,0024,00,09,03,T,33.33
683,0024,00,09,04,T,10.0
684,0024,00,09,05,T,3.33
685,0025,00,00,00,T,90.0
686,0025,00,00,01,T,60.0
687,0025,00,00,02,T,43.33
688,0025,00,00,03,T,23.33
689,0025,00,00,04,T,3.33
690,0025,00,01,00,T,76.67
691,0025,00,01,01,T,60.0
692,0025,00,01,02,T,40.0
693,0025,00,01,03,T,20.0
694,0025,00,01,04,T,3.33
695,0025,00,10,00,T,40.0
696,0025,00,11,00,T,76.67
697,0025,00,02,00,T,83.33
698,0025,00,02,01,T,60.0
699,0025,00,02,02,T,43.33
700,0025,00,02,03,T,26.67
701,0025,00,02,04,T,16.67
702,0025,00,03,00,T,43.33
703,0025,00,03,01,T,53.33
704,0025,00,03,02,T,26.67
705,0025,00,03,03,T,10.0
706,0025,00,03,04,T,0.0
707,0025,00,04,00,T,46.67
708,0025,00,04,01,T,40.0
709,0025,00,04,02,T,16.67
710,0025,00,05,00,T,23.33
711,0025,00,06,00,T,16.67
712,0025,00,06,01,T,40.0
713,0025,00,06,02,T,36.67
714,0025,00,07,00,T,16.67
715,0025,00,07,01,T,23.33
716,0025,00,08,01,T,13.33
717,0025,00,09,00,T,36.67
718,0025,00,09,01,T,20.0
719,0025,00,09,02,T,10.0
720,0025,00,09,03,T,33.33
721,0025,00,09,04,T,10.0
722,0025,00,09,05,T,0.0
723,0026,00,00,00,T,90.0
724,0026,00,00,01,T,73.33
725,0026,00,00,02,T,56.67
726,0026,00,00,03,T,40.0
727,0026,00,00,04,T,20.0
728,0026,00,01,00,T,80.0
729,0026,00,01,01,T,70.0
730,0026,00,01,02,T,50.0
731,0026,00,01,03,T,30.0
732,0026,00,01,04,T,13.33
733,0026,00,10,00,T,45.0
734,0026,00,11,00,T,90.0
735,0026,00,02,00,T,80.0
736,0026,00,02,01,T,66.67
737,0026,00,02,02,T,46.67
738,0026,00,02,03,T,33.33
739,0026,00,02,04,T,23.33
740,0026,00,03,00,T,66.67
741,0026,00,03,01,T,53.33
742,0026,00,03,02,T,40.0
743,0026,00,03,03,T,23.33
744,0026,00,03,04,T,6.67
745,0026,00,04,00,T,60.0
746,0026,00,04,01,T,46.67
747,0026,00,04,02,T,20.0
748,0026,00,06,00,T,23.33
749,0026,00,07,00,T,16.67
750,0026,00,08,00,T,46.67
751,0026,00,08,01,T,16.67
752,0026,00,09,00,T,33.33
753,0026,00,09,01,T,20.0
754,0026,00,09,02,T,10.0
755,0026,00,09,03,T,36.67
756,0026,00,09,04,T,23.33
757,0026,00,09,05,T,6.67
758,0027,00,00,01,T,70.0
759,0027,00,00,02,T,56.67
760,0027,00,00,03,T,36.67
761,0027,00,01,00,T,80.0
762,0027,00,01,01,T,66.67
763,0027,00,01,02,T,43.33
764,0027,00,01,03,T,23.33
765,0027,00,01,04,T,10.0
766,0027,00,11,00,T,83.33
767,0027,00,02,00,T,83.33
768,0027,00,02,01,T,66.67
769,0027,00,02,02,T,50.0
770,0027,00,02,03,T,30.0
771,0027,00,02,04,T,16.67
772,0027,00,06,00,T,26.67
773,0027,00,07,00,T,20.0
774,0027,00,09,01,T,20.0
775,0027,00,09,02,T,10.0
776,0027,00,09,05,T,6.67
777,0028,00,00,00,T,91.67
778,0028,00,00,01,T,70.0
779,0028,00,00,02,T,53.33
780,0028,00,00,03,T,33.33
781,0028,00,00,04,T,13.33
782,0028,00,01,00,T,76.67
783,0028,00,01,01,T,66.67
784,0028,00,01,02,T,46.67
785,0028,00,01,03,T,23.33
786,0028,00,01,04,T,6.67
787,0028,00,10,00,T,45.0
788,0028,00,11,00,T,85.0
789,0028,00,02,00,T,73.33
790,0028,00,02,01,T,63.33
791,0028,00,02,02,T,46.67
792,0028,00,02,03,T,33.33
793,0028,00,02,04,T,26.67
794,0028,00,03,01,T,43.33
795,0028,00,03,02,T,20.0
796,0028,00,03,03,T,10.0
797,0028,00,03,04,T,0.0
798,0028,00,04,00,T,50.0
799,0028,00,04,01,T,36.67
800,0028,00,04,02,T,26.67
801,0028,00,05,00,T,26.67
802,0028,00,06,00,T,23.33
803,0028,00,07,00,T,16.67
804,0028,00,07,01,T,26.67
805,0028,00,08,01,T,16.67
806,0028,00,09,00,T,56.67
807,0028,00,09,01,T,26.67
808,0028,00,09,02,T,13.33
809,0028,00,09,03,T,33.33
810,0028,00,09,04,T,16.67
811,0028,00,09,05,T,6.67
812,0029,00,00,00,T,86.67
813,0029,00,00,01,T,66.67
814,0029,00,00,02,T,50.0
815,0029,00,00,03,T,30.0
816,0029,00,01,00,T,75.0
817,0029,00,01,01,T,56.67
818,0029,00,01,02,T,36.67
819,0029,00,01,03,T,16.67
820,0029,00,01,04,T,3.33
