,ID,TM,ME,PA,AE,SS
92,2,0,9,0,T,75.0
93,2,0,9,1,T,47.5
94,2,0,9,2,T,25.0
95,2,0,9,3,T,42.5
96,2,0,9,4,T,30.0
97,2,0,9,5,T,10.0
98,3,0,0,0,T,90.0
99,3,0,0,1,T,80.0
100,3,0,0,2,T,65.0
101,3,0,0,3,T,45.0
102,3,0,0,4,T,15.0
103,3,0,1,0,T,83.75
104,3,0,1,1,T,72.5
105,3,0,1,2,T,45.0
106,3,0,1,3,T,22.5
107,3,0,1,4,T,5.0
108,3,0,10,0,T,18.0
109,3,0,11,0,T,82.5
110,3,0,2,0,T,85.0
111,3,0,2,1,T,72.5
112,3,0,2,2,T,60.0
113,3,0,2,3,T,37.5
114,3,0,2,4,T,20.5
115,3,0,3,0,T,67.5
116,3,0,3,1,T,55.0
117,3,0,3,2,T,35.0
118,3,0,3,3,T,15.0
119,3,0,3,4,T,0.0
120,3,0,4,0,T,72.5
121,3,0,4,1,T,47.5
122,3,0,4,2,T,34.5
123,3,0,5,0,T,32.5
124,3,0,6,0,T,22.5
125,3,0,7,1,T,25.0
126,3,0,8,1,T,20.0
127,3,0,9,0,T,50.0
128,3,0,9,1,T,37.5
129,3,0,9,2,T,17.5
130,3,0,9,3,T,40.0
131,3,0,9,4,T,20.0
132,3,0,9,5,T,7.5
133,4,0,0,0,T,91.25
134,4,0,0,1,T,76.25
135,4,0,0,2,T,65.0
136,4,0,0,3,T,40.0
137,4,0,0,4,T,5.0
138,4,0,1,0,T,77.5
139,4,0,1,1,T,62.5
140,4,0,1,2,T,45.0
141,4,0,1,3,T,20.0
142,4,0,1,4,T,5.0
143,4,0,10,0,T,28.0
144,4,0,11,0,T,85.0
145,4,0,2,0,T,85.0
146,4,0,2,1,T,67.5
147,4,0,2,2,T,55.0
148,4,0,2,3,T,32.5
149,4,0,2,4,T,20.5
150,4,0,3,0,T,62.5
151,4,0,3,1,T,53.5
152,4,0,3,2,T,47.5
153,4,0,3,3,T,12.5
154,4,0,3,4,T,0.0
155,4,0,4,0,T,72.5
156,4,0,4,1,T,57.5
157,4,0,4,2,T,37.0
158,4,0,5,0,T,32.5
159,4,0,6,0,T,17.5
160,4,0,7,0,T,20.0
161,4,0,7,1,T,20.0
162,4,0,8,1,T,17.5
163,4,0,9,0,T,60.0
164,4,0,9,1,T,40.0
165,4,0,9,2,T,20.0
166,4,0,9,3,T,42.5
167,4,0,9,4,T,27.5
168,4,0,9,5,T,12.5
169,5,0,1,0,T,78.75
170,5,0,1,1,T,67.5
171,5,0,1,2,T,42.5
172,5,0,1,3,T,15.0
173,5,0,1,4,T,5.0
174,5,0,11,0,T,85.0
175,5,0,2,0,T,76.25
176,5,0,2,1,T,62.5
177,5,0,2,2,T,45.0
178,5,0,2,3,T,25.0
179,5,0,2,4,T,13.0
180,5,0,6,0,T,15.0
181,5,0,7,0,T,17.5
182,5,0,8,1,T,17.5
183,5,0,9,1,T,27.5
184,5,0,9,2,T,17.5
185,5,0,9,4,T,37.5
186,5,0,9,5,T,22.5
187,6,0,0,2,T,70.0
188,6,0,0,3,T,52.5
189,6,0,1,0,T,82.5
190,6,0,1,1,T,65.0
191,6,0,1,2,T,50.0
192,6,0,1,3,T,25.0
193,6,0,1,4,T,10.0
194,6,0,11,0,T,80.0
195,6,0,2,0,T,85.0
196,6,0,2,1,T,70.0
197,6,0,2,2,T,57.5
198,6,0,2,3,T,37.5
199,6,0,2,4,T,18.0
200,6,0,6,0,T,20.0
201,6,0,9,2,T,10.0
202,6,0,9,5,T,12.5
203,7,0,0,0,T,91.25
204,7,0,0,1,T,70.0
205,7,0,0,2,T,52.5
206,7,0,0,3,T,32.5
207,7,0,0,4,T,5.0
208,7,0,1,0,T,76.25
209,7,0,1,1,T,65.0
210,7,0,1,2,T,45.0
211,7,0,1,3,T,20.0
212,7,0,1,4,T,2.5
213,7,0,10,0,T,23.0
214,7,0,11,0,T,85.0
215,7,0,2,0,T,82.5
216,7,0,2,1,T,65.0
217,7,0,2,2,T,52.5
218,7,0,2,3,T,30.0
219,7,0,2,4,T,18.0
220,7,0,3,0,T,60.0
221,7,0,3,1,T,50.0
222,7,0,3,4,T,0.0
223,7,0,4,0,T,67.5
224,7,0,4,1,T,52.5
225,7,0,4,2,T,24.5
226,7,0,5,0,T,27.5
227,7,0,6,0,T,15.0
228,7,0,6,2,T,40.0
229,7,0,7,0,T,17.5
230,7,0,7,1,T,20.0
231,7,0,8,1,T,15.0
232,7,0,9,0,T,37.5
233,7,0,9,1,T,27.5
234,7,0,9,2,T,10.0
235,7,0,9,3,T,37.5
236,7,0,9,4,T,20.0
237,7,0,9,5,T,7.5
238,8,0,0,0,T,91.25
239,8,0,0,1,T,81.67
240,8,0,0,2,T,73.33
241,8,0,0,3,T,50.0
242,8,0,0,4,T,16.67
243,8,0,1,0,T,80.0
244,8,0,1,1,T,76.67
245,8,0,1,2,T,63.33
246,8,0,1,3,T,28.33
247,8,0,1,4,T,15.0
248,8,0,11,0,T,85.0
249,8,0,2,0,T,85.0
250,8,0,2,1,T,76.67
251,8,0,2,2,T,63.33
252,8,0,2,3,T,45.0
253,8,0,2,4,T,23.0
254,8,0,6,0,T,18.33
255,8,0,9,2,T,6.67
256,8,0,9,5,T,16.67
257,9,0,0,0,T,90.0
258,9,0,0,1,T,81.67
259,9,0,0,2,T,63.33
260,9,0,0,3,T,43.33
261,9,0,0,4,T,6.67
262,9,0,1,0,T,78.33
263,9,0,1,1,T,60.0
264,9,0,1,2,T,36.67
265,9,0,1,3,T,11.67
266,9,0,1,4,T,0.0
267,9,0,10,0,T,13.0
268,9,0,11,0,T,85.0
269,9,0,2,0,T,85.0
270,9,0,2,1,T,70.0
271,9,0,2,2,T,50.0
272,9,0,2,3,T,28.33
273,9,0,2,4,T,19.67
274,9,0,3,3,T,0.0
275,9,0,3,4,T,0.0
276,9,0,6,0,T,18.33
277,9,0,8,1,T,26.67
278,9,0,9,1,T,13.33
279,9,0,9,2,T,3.33
280,9,0,9,4,T,26.67
281,9,0,9,5,T,6.67
282,10,0,0,2,T,60.0
283,10,0,0,3,T,40.0
284,10,0,0,4,T,10.0
285,10,0,1,0,T,83.33
286,10,0,1,1,T,63.33
287,10,0,1,2,T,40.0
288,10,0,1,3,T,15.0
289,10,0,1,4,T,5.0
290,10,0,10,0,T,18.0
291,10,0,11,0,T,85.0
292,10,0,2,0,T,85.0
293,10,0,2,1,T,70.0
294,10,0,2,2,T,50.0
295,10,0,2,3,T,31.67
296,10,0,2,4,T,16.33
297,10,0,3,2,T,6.67
298,10,0,3,3,T,0.0
299,10,0,3,4,T,0.0
300,10,0,6,0,T,15.0
301,10,0,7,0,T,20.0
302,10,0,8,1,T,20.0
303,10,0,9,2,T,10.0
304,10,0,9,5,T,10.0
305,11,0,0,0,T,83.33
306,11,0,0,1,T,63.33
307,11,0,0,2,T,50.0
308,11,0,0,3,T,33.33
309,11,0,0,4,T,3.33
310,11,0,1,0,T,70.0
311,11,0,1,1,T,56.67
312,11,0,1,2,T,40.0
313,11,0,1,3,T,8.33
314,11,0,1,4,T,0.0
315,11,0,10,0,T,33.0
316,11,0,11,0,T,90.0
317,11,0,2,0,T,75.0
318,11,0,2,1,T,60.0
319,11,0,2,2,T,46.67
320,11,0,2,3,T,21.67
321,11,0,2,4,T,6.33
322,11,0,3,2,T,6.67
323,11,0,3,3,T,0.0
324,11,0,3,4,T,0.0
325,11,0,4,0,T,45.0
326,11,0,4,1,T,35.0
327,11,0,4,2,T,33.67
328,11,0,6,0,T,15.0
329,11,0,8,1,T,16.67
330,11,0,9,0,T,30.0
331,11,0,9,1,T,16.67
332,11,0,9,2,T,6.67
333,11,0,9,3,T,46.67
334,11,0,9,4,T,33.33
335,11,0,9,5,T,20.0
336,12,0,1,0,T,81.67
337,12,0,1,1,T,76.67
338,12,0,1,2,T,63.33
339,12,0,1,3,T,38.33
340,12,0,1,4,T,25.0
341,12,0,11,0,T,83.33
342,12,0,2,1,T,70.0
343,12,0,2,2,T,60.0
344,12,0,2,3,T,35.0
345,12,0,2,4,T,23.0
346,12,0,3,3,T,1.67
347,12,0,3,4,T,0.0
348,12,0,6,0,T,18.33
349,12,0,9,2,T,6.67
350,12,0,9,5,T,13.33
351,13,0,0,0,T,90.0
352,13,0,0,1,T,81.67
353,13,0,0,2,T,70.0
354,13,0,0,3,T,50.0
355,13,0,0,4,T,26.67
356,13,0,1,0,T,83.33
357,13,0,1,1,T,70.0
358,13,0,1,2,T,43.33
359,13,0,1,3,T,28.33
360,13,0,1,4,T,15.0
361,13,0,10,0,T,43.0
362,13,0,11,0,T,83.33
363,13,0,2,0,T,83.33
364,13,0,2,1,T,70.0
365,13,0,2,2,T,56.67
366,13,0,2,3,T,35.0
367,13,0,2,4,T,19.67
368,13,0,3,0,T,70.0
369,13,0,3,1,T,63.33
370,13,0,3,2,T,43.33
371,13,0,3,3,T,15.0
372,13,0,3,4,T,0.0
373,13,0,4,0,T,68.33
374,13,0,4,1,T,48.33
375,13,0,4,2,T,33.67
376,13,0,5,0,T,40.0
377,13,0,6,0,T,21.67
378,13,0,7,0,T,20.0
379,13,0,7,1,T,18.33
380,13,0,8,0,T,65.0
381,13,0,8,1,T,30.0
382,13,0,9,0,T,46.67
383,13,0,9,1,T,30.0
384,13,0,9,2,T,16.67
385,13,0,9,3,T,53.33
386,13,0,9,4,T,46.67
387,13,0,9,5,T,16.67
388,14,0,0,0,T,91.67
389,14,0,0,1,T,73.33
390,14,0,0,2,T,60.0
391,14,0,0,3,T,40.0
392,14,0,1,0,T,73.33
393,14,0,1,1,T,53.33
394,14,0,1,2,T,36.67
395,14,0,1,3,T,11.67
396,14,0,1,4,T,1.67
397,14,0,10,0,T,18.0
398,14,0,11,0,T,85.0
399,14,0,2,0,T,81.67
400,14,0,2,1,T,63.33
401,14,0,2,2,T,50.0
402,14,0,2,3,T,28.33
403,14,0,2,4,T,16.33
404,14,0,3,2,T,13.33
405,14,0,3,3,T,0.0
406,14,0,3,4,T,0.0
407,14,0,6,0,T,18.33
408,14,0,8,1,T,20.0
409,14,0,9,2,T,10.0
410,14,0,9,5,T,6.67
411,15,0,0,0,T,91.67
412,15,0,0,1,T,81.67
413,15,0,0,2,T,70.0
414,15,0,0,3,T,50.0
415,15,0,0,4,T,23.33
416,15,0,1,0,T,81.67
417,15,0,1,1,T,70.0
418,15,0,1,2,T,56.67
419,15,0,1,3,T,35.0
420,15,0,1,4,T,18.33
421,15,0,10,0,T,38.0
422,15,0,11,0,T,90.0
423,15,0,2,0,T,81.67
424,15,0,2,1,T,73.33
425,15,0,2,2,T,60.0
426,15,0,2,3,T,41.67
427,15,0,2,4,T,26.33
428,15,0,3,0,T,66.67
429,15,0,3,1,T,63.33
430,15,0,3,2,T,43.33
431,15,0,3,3,T,18.33
432,15,0,3,4,T,0.0
433,15,0,4,0,T,76.67
434,15,0,4,1,T,65.0
435,15,0,4,2,T,37.0
436,15,0,6,0,T,18.33
437,15,0,7,0,T,20.0
438,15,0,7,1,T,18.33
439,15,0,8,0,T,58.33
440,15,0,8,1,T,26.67
441,15,0,9,0,T,46.67
442,15,0,9,1,T,30.0
443,15,0,9,2,T,16.67
444,15,0,9,3,T,46.67
445,15,0,9,4,T,26.67
446,15,0,9,5,T,6.67
447,16,0,1,0,T,76.67
448,16,0,1,1,T,63.33
449,16,0,1,2,T,43.33
450,16,0,1,3,T,18.33
451,16,0,1,4,T,1.67
452,16,0,11,0,T,80.0
453,16,0,2,0,T,73.33
454,16,0,2,1,T,56.67
455,16,0,2,2,T,50.0
456,16,0,2,3,T,25.0
457,16,0,2,4,T,9.67
458,16,0,3,3,T,0.0
459,16,0,3,4,T,0.0
460,16,0,6,0,T,18.33
461,16,0,8,1,T,16.67
462,16,0,9,1,T,10.0
463,16,0,9,2,T,3.33
464,16,0,9,4,T,16.67
465,16,0,9,5,T,6.67
466,17,0,1,1,T,76.67
467,17,0,1,2,T,56.67
468,17,0,1,3,T,25.0
469,17,0,1,4,T,11.67
470,17,0,11,0,T,83.33
471,17,0,2,1,T,73.33
472,17,0,2,2,T,56.67
473,17,0,2,3,T,35.0
474,17,0,2,4,T,23.0
475,17,0,6,0,T,21.67
476,17,0,8,1,T,23.33
477,17,0,9,2,T,6.67
478,18,0,1,1,T,56.67
479,18,0,1,2,T,40.0
480,18,0,1,3,T,18.33
481,18,0,1,4,T,5.0
482,18,0,11,0,T,73.33
483,18,0,2,1,T,60.0
484,18,0,2,2,T,50.0
485,18,0,2,3,T,31.67
486,18,0,2,4,T,19.67
487,18,0,6,0,T,21.67
488,18,0,8,1,T,16.67
489,18,0,9,2,T,6.67
490,19,0,0,0,T,90.0
491,19,0,0,1,T,73.33
492,19,0,0,2,T,56.67
493,19,0,0,3,T,33.33
494,19,0,0,4,T,6.67
495,19,0,1,0,T,76.67
496,19,0,1,1,T,63.33
497,19,0,1,2,T,40.0
498,19,0,1,3,T,18.33
499,19,0,1,4,T,1.67
500,19,0,10,0,T,43.0
501,19,0,11,0,T,85.0
502,19,0,2,0,T,83.33
503,19,0,2,1,T,70.0
504,19,0,2,2,T,50.0
505,19,0,2,3,T,28.33
506,19,0,2,4,T,13.0
507,19,0,3,0,T,66.67
508,19,0,3,1,T,63.33
509,19,0,3,2,T,36.67
510,19,0,3,3,T,8.33
511,19,0,3,4,T,0.0
512,19,0,4,0,T,55.0
513,19,0,4,1,T,45.0
514,19,0,4,2,T,20.33
515,19,0,5,0,T,26.67
516,19,0,6,0,T,15.0
517,19,0,6,1,T,63.33
518,19,0,6,2,T,40.0
519,19,0,7,0,T,20.0
520,19,0,7,1,T,18.33
521,19,0,8,1,T,16.67
522,19,0,9,0,T,36.67
523,19,0,9,1,T,20.0
524,19,0,9,2,T,10.0
525,19,0,9,3,T,40.0
526,19,0,9,4,T,23.33
527,19,0,9,5,T,6.67
528,20,0,0,0,T,90.0
529,20,0,0,1,T,73.33
530,20,0,0,2,T,56.67
531,20,0,0,3,T,36.67
532,20,0,0,4,T,6.67
533,20,0,1,0,T,76.67
534,20,0,1,1,T,66.67
535,20,0,1,2,T,43.33
536,20,0,1,3,T,15.0
537,20,0,1,4,T,1.67
538,20,0,10,0,T,18.0
539,20,0,11,0,T,85.0
540,20,0,2,0,T,80.0
541,20,0,2,1,T,70.0
542,20,0,2,2,T,50.0
543,20,0,2,3,T,28.33
544,20,0,2,4,T,13.0
545,20,0,3,2,T,10.0
546,20,0,3,3,T,0.0
547,20,0,3,4,T,0.0
548,20,0,4,0,T,45.0
549,20,0,4,1,T,28.33
550,20,0,4,2,T,23.67
551,20,0,5,0,T,23.33
552,20,0,6,0,T,21.67
553,20,0,7,0,T,13.33
554,20,0,7,1,T,21.67
555,20,0,8,1,T,13.33
556,20,0,9,0,T,43.33
557,20,0,9,1,T,23.33
558,20,0,9,2,T,10.0
559,20,0,9,3,T,30.0
560,20,0,9,4,T,16.67
561,20,0,9,5,T,6.67
562,21,0,0,0,T,86.67
563,21,0,0,1,T,63.33
564,21,0,0,2,T,46.67
565,21,0,0,3,T,36.67
566,21,0,0,4,T,10.0
567,21,0,1,0,T,73.33
568,21,0,1,1,T,56.67
569,21,0,1,2,T,43.33
570,21,0,1,3,T,21.67
571,21,0,1,4,T,5.0
572,21,0,10,0,T,33.0
573,21,0,11,0,T,85.0
574,21,0,2,0,T,78.33
575,21,0,2,1,T,63.33
576,21,0,2,2,T,50.0
577,21,0,2,3,T,28.33
578,21,0,2,4,T,9.67
579,21,0,3,1,T,23.33
580,21,0,3,2,T,13.33
581,21,0,3,3,T,0.0
582,21,0,3,4,T,0.0
583,21,0,4,0,T,48.33
584,21,0,4,1,T,35.0
585,21,0,4,2,T,23.67
586,21,0,5,0,T,30.0
587,21,0,6,0,T,21.67
588,21,0,7,0,T,16.67
589,21,0,7,1,T,21.67
590,21,0,9,0,T,50.0
591,21,0,9,1,T,26.67
592,21,0,9,2,T,13.33
593,21,0,9,3,T,33.33
594,21,0,9,4,T,13.33
595,21,0,9,5,T,6.67
596,22,0,1,0,T,73.33
597,22,0,1,1,T,63.33
598,22,0,1,2,T,43.33
599,22,0,1,3,T,25.0
600,22,0,1,4,T,11.67
601,22,0,11,0,T,85.0
602,22,0,2,0,T,81.67
603,22,0,2,1,T,70.0
604,22,0,2,2,T,56.67
605,22,0,2,3,T,35.0
606,22,0,2,4,T,23.0
607,22,0,3,3,T,0.0
608,22,0,3,4,T,0.0
609,22,0,6,0,T,18.33
610,22,0,9,2,T,10.0
611,23,0,0,0,T,88.33
612,23,0,0,1,T,70.0
613,23,0,0,2,T,56.67
614,23,0,0,3,T,40.0
615,23,0,0,4,T,13.33
616,23,0,1,0,T,73.33
617,23,0,1,1,T,53.33
618,23,0,1,2,T,36.67
619,23,0,1,3,T,15.0
620,23,0,1,4,T,1.67
621,23,0,10,0,T,33.0
622,23,0,11,0,T,85.0
623,23,0,2,0,T,70.0
624,23,0,2,1,T,56.67
625,23,0,2,2,T,40.0
626,23,0,2,3,T,21.67
627,23,0,2,4,T,9.67
628,23,0,3,0,T,55.33
629,23,0,3,1,T,50.0
630,23,0,3,2,T,26.67
631,23,0,3,3,T,1.67
632,23,0,3,4,T,0.0
633,23,0,4,0,T,58.33
634,23,0,4,1,T,55.0
635,23,0,4,2,T,27.0
636,23,0,5,0,T,30.0
637,23,0,6,0,T,21.67
638,23,0,6,2,T,40.0
639,23,0,7,0,T,20.0
640,23,0,7,1,T,21.67
641,23,0,8,1,T,20.0
642,23,0,9,0,T,30.0
643,23,0,9,1,T,16.67
644,23,0,9,2,T,6.67
645,23,0,9,3,T,40.0
646,23,0,9,4,T,23.33
647,23,0,9,5,T,10.0
648,24,0,0,0,T,91.67
649,24,0,0,1,T,70.0
650,24,0,0,2,T,50.0
651,24,0,0,3,T,33.33
652,24,0,0,4,T,6.67
653,24,0,1,0,T,70.0
654,24,0,1,1,T,60.0
655,24,0,1,2,T,40.0
656,24,0,1,3,T,21.67
657,24,0,1,4,T,5.0
658,24,0,10,0,T,43.0
659,24,0,11,0,T,83.33
660,24,0,2,0,T,81.67
661,24,0,2,1,T,60.0
662,24,0,2,2,T,46.67
663,24,0,2,3,T,25.0
664,24,0,2,4,T,13.0
665,24,0,3,0,T,53.33
666,24,0,3,1,T,53.33
667,24,0,3,2,T,33.33
668,24,0,3,3,T,15.0
669,24,0,3,4,T,0.0
670,24,0,4,0,T,58.33
671,24,0,4,1,T,48.33
672,24,0,4,2,T,23.67
673,24,0,5,0,T,26.67
674,24,0,6,0,T,18.33
675,24,0,6,2,T,40.0
676,24,0,7,0,T,20.0
677,24,0,7,1,T,21.67
678,24,0,8,1,T,20.0
679,24,0,9,0,T,40.0
680,24,0,9,1,T,26.67
681,24,0,9,2,T,10.0
682,24,0,9,3,T,33.33
683,24,0,9,4,T,10.0
684,24,0,9,5,T,3.33
685,25,0,0,0,T,90.0
686,25,0,0,1,T,60.0
687,25,0,0,2,T,43.33
688,25,0,0,3,T,23.33
689,25,0,0,4,T,0.0
690,25,0,1,0,T,76.67
691,25,0,1,1,T,60.0
692,25,0,1,2,T,40.0
693,25,0,1,3,T,15.0
694,25,0,1,4,T,0.0
695,25,0,10,0,T,28.0
696,25,0,11,0,T,76.67
697,25,0,2,0,T,83.33
698,25,0,2,1,T,60.0
699,25,0,2,2,T,43.33
700,25,0,2,3,T,21.67
701,25,0,2,4,T,9.67
702,25,0,3,0,T,56.33
703,25,0,3,1,T,53.33
704,25,0,3,2,T,26.67
705,25,0,3,3,T,5.0
706,25,0,3,4,T,0.0
707,25,0,4,0,T,51.67
708,25,0,4,1,T,45.0
709,25,0,4,2,T,23.67
710,25,0,5,0,T,23.33
711,25,0,6,0,T,11.67
712,25,0,6,1,T,50.0
713,25,0,6,2,T,36.67
714,25,0,7,0,T,16.67
715,25,0,7,1,T,18.33
716,25,0,8,1,T,13.33
717,25,0,9,0,T,36.67
718,25,0,9,1,T,20.0
719,25,0,9,2,T,10.0
720,25,0,9,3,T,33.33
721,25,0,9,4,T,10.0
722,25,0,9,5,T,0.0
723,26,0,0,0,T,90.0
724,26,0,0,1,T,73.33
725,26,0,0,2,T,56.67
726,26,0,0,3,T,40.0
727,26,0,0,4,T,10.0
728,26,0,1,0,T,80.0
729,26,0,1,1,T,70.0
730,26,0,1,2,T,50.0
731,26,0,1,3,T,25.0
732,26,0,1,4,T,8.33
733,26,0,10,0,T,33.0
734,26,0,11,0,T,90.0
735,26,0,2,0,T,80.0
736,26,0,2,1,T,66.67
737,26,0,2,2,T,46.67
738,26,0,2,3,T,28.33
739,26,0,2,4,T,16.33
740,26,0,3,0,T,66.67
741,26,0,3,1,T,53.33
742,26,0,3,2,T,40.0
743,26,0,3,3,T,18.33
744,26,0,3,4,T,0.0
745,26,0,4,0,T,65.0
746,26,0,4,1,T,51.67
747,26,0,4,2,T,27.0
748,26,0,6,0,T,18.33
749,26,0,7,0,T,16.67
750,26,0,8,0,T,61.67
751,26,0,8,1,T,16.67
752,26,0,9,0,T,33.33
753,26,0,9,1,T,20.0
754,26,0,9,2,T,10.0
755,26,0,9,3,T,36.67
756,26,0,9,4,T,23.33
757,26,0,9,5,T,6.67
758,27,0,0,1,T,70.0
759,27,0,0,2,T,56.67
760,27,0,0,3,T,36.67
761,27,0,1,0,T,80.0
762,27,0,1,1,T,66.67
763,27,0,1,2,T,43.33
764,27,0,1,3,T,18.33
765,27,0,1,4,T,5.0
766,27,0,11,0,T,83.33
767,27,0,2,0,T,83.33
768,27,0,2,1,T,66.67
769,27,0,2,2,T,50.0
770,27,0,2,3,T,25.0
771,27,0,2,4,T,9.67
772,27,0,6,0,T,21.67
773,27,0,7,0,T,20.0
774,27,0,9,1,T,20.0
775,27,0,9,2,T,10.0
776,27,0,9,5,T,6.67
777,28,0,0,0,T,91.67
778,28,0,0,1,T,70.0
779,28,0,0,2,T,53.33
780,28,0,0,3,T,33.33
781,28,0,0,4,T,3.33
782,28,0,1,0,T,76.67
783,28,0,1,1,T,66.67
784,28,0,1,2,T,46.67
785,28,0,1,3,T,18.33
786,28,0,1,4,T,1.67
787,28,0,10,0,T,33.0
788,28,0,11,0,T,85.0
789,28,0,2,0,T,73.33
790,28,0,2,1,T,63.33
791,28,0,2,2,T,46.67
792,28,0,2,3,T,28.33
793,28,0,2,4,T,19.67
794,28,0,3,1,T,43.33
795,28,0,3,2,T,20.0
796,28,0,3,3,T,5.0
797,28,0,3,4,T,0.0
798,28,0,4,0,T,55.0
799,28,0,4,1,T,41.67
800,28,0,4,2,T,33.67
801,28,0,5,0,T,26.67
802,28,0,6,0,T,18.33
803,28,0,7,0,T,16.67
804,28,0,7,1,T,21.67
805,28,0,8,1,T,16.67
806,28,0,9,0,T,56.67
807,28,0,9,1,T,26.67
808,28,0,9,2,T,13.33
809,28,0,9,3,T,33.33
810,28,0,9,4,T,16.67
811,28,0,9,5,T,6.67
812,29,0,0,0,T,86.67
813,29,0,0,1,T,66.67
814,29,0,0,2,T,50.0
815,29,0,0,3,T,30.0
816,29,0,1,0,T,75.0
817,29,0,1,1,T,56.67
818,29,0,1,2,T,36.67
819,29,0,1,3,T,11.67
820,29,0,1,4,T,0.0
821,29,0,10,0,T,38.0
822,29,0,11,0,T,83.33
823,29,0,2,0,T,80.0
824,29,0,2,1,T,66.67
825,29,0,2,2,T,46.67
826,29,0,2,3,T,25.0
827,29,0,2,4,T,9.67
828,29,0,3,3,T,0.0
829,29,0,3,4,T,0.0
830,29,0,4,1,T,31.67
831,29,0,4,2,T,20.33
832,29,0,5,0,T,26.67
833,29,0,6,0,T,21.67
834,29,0,7,0,T,20.0
835,29,0,7,1,T,21.67
836,29,0,8,1,T,23.33
837,29,0,9,1,T,16.67
838,29,0,9,2,T,10.0
839,29,0,9,3,T,30.0
840,29,0,9,4,T,20.0
841,29,0,9,5,T,3.33
842,30,0,0,0,T,88.33
843,30,0,0,1,T,70.0
844,30,0,0,2,T,56.67
845,30,0,0,3,T,33.33
846,30,0,0,4,T,3.33
847,30,0,1,0,T,70.0
848,30,0,1,1,T,56.67
849,30,0,1,2,T,40.0
850,30,0,1,3,T,18.33
851,30,0,1,4,T,1.67
852,30,0,11,0,T,85.0
853,30,0,2,0,T,78.33
854,30,0,2,1,T,60.0
855,30,0,2,2,T,50.0
856,30,0,2,3,T,25.0
857,30,0,2,4,T,6.33
858,30,0,3,0,T,60.0
859,30,0,3,1,T,53.33
860,30,0,3,2,T,30.0
861,30,0,3,3,T,5.0
862,30,0,3,4,T,0.0
863,30,0,4,0,T,55.0
864,30,0,4,1,T,41.67
865,30,0,4,2,T,30.33
866,30,0,5,0,T,26.67
867,30,0,6,0,T,21.67
868,30,0,6,2,T,36.67
869,30,0,7,0,T,20.0
870,30,0,7,1,T,21.67
871,30,0,8,1,T,20.0
